match_id,innings,over,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,total_runs,wickets_fallen,is_wicket,venue,date,target
18,2,8,2,Sunrisers Hyderabad,Chennai Super Kings,Shubman Gill,Virat Kohli,Rashid Khan,0,0,63,2,0,Punjab Cricket Association Stadium,2023-05-20,201.0
18,2,8,3,Sunrisers Hyderabad,Chennai Super Kings,Virat Kohli,Rohit Sharma,Arshdeep Singh,1,0,64,2,0,Punjab Cricket Association Stadium,2023-05-25,201.0
18,2,8,4,Sunrisers Hyderabad,Chennai Super Kings,Devon Conway,Virat Kohli,Pat Cummins,1,0,65,2,0,Punjab Cricket Association Stadium,2023-04-18,201.0
18,2,8,5,Sunrisers Hyderabad,Chennai Super Kings,Faf du Plessis,Shubman Gill,Mohammed Shami,4,0,69,2,0,Punjab Cricket Association Stadium,2023-05-13,201.0
18,2,8,6,Sunrisers Hyderabad,Chennai Super Kings,Ruturaj Gaikwad,Devon Conway,Shardul Thakur,2,0,71,2,0,Punjab Cricket Association Stadium,2023-05-21,201.0
18,2,9,1,Sunrisers Hyderabad,Chennai Super Kings,Devon Conway,Rohit Sharma,Shardul Thakur,0,0,71,2,0,Punjab Cricket Association Stadium,2023-04-11,201.0
18,2,9,2,Sunrisers Hyderabad,Chennai Super Kings,Suryakumar Yadav,Hardik Pandya,Trent Boult,1,0,72,2,0,Punjab Cricket Association Stadium,2023-04-09,201.0
18,2,9,3,Sunrisers Hyderabad,Chennai Super Kings,Faf du Plessis,Suryakumar Yadav,Kuldeep Yadav,1,0,73,2,0,Punjab Cricket Association Stadium,2023-05-16,201.0
18,2,9,4,Sunrisers Hyderabad,Chennai Super Kings,Shikhar Dhawan,Shubman Gill,Pat Cummins,1,1,75,2,0,Punjab Cricket Association Stadium,2023-04-09,201.0
18,2,9,5,Sunrisers Hyderabad,Chennai Super Kings,KL Rahul,Rohit Sharma,Shardul Thakur,1,1,77,2,0,Punjab Cricket Association Stadium,2023-05-23,201.0
18,2,9,6,Sunrisers Hyderabad,Chennai Super Kings,Devon Conway,Faf du Plessis,Arshdeep Singh,1,0,78,2,0,Punjab Cricket Association Stadium,2023-05-21,201.0
18,2,10,1,Sunrisers Hyderabad,Chennai Super Kings,Jos Buttler,Shubman Gill,Arshdeep Singh,0,1,79,2,0,Punjab Cricket Association Stadium,2023-05-14,201.0
18,2,10,2,Sunrisers Hyderabad,Chennai Super Kings,KL Rahul,Devon Conway,Yuzvendra Chahal,0,0,79,2,0,Punjab Cricket Association Stadium,2023-04-13,201.0
18,2,10,3,Sunrisers Hyderabad,Chennai Super Kings,Rohit Sharma,Hardik Pandya,Trent Boult,1,0,80,2,0,Punjab Cricket Association Stadium,2023-05-05,201.0
18,2,10,4,Sunrisers Hyderabad,Chennai Super Kings,Ruturaj Gaikwad,KL Rahul,Mohammed Siraj,0,0,80,3,1,Punjab Cricket Association Stadium,2023-04-03,201.0
18,2,10,5,Sunrisers Hyderabad,Chennai Super Kings,Shubman Gill,KL Rahul,Yuzvendra Chahal,0,0,80,3,0,Punjab Cricket Association Stadium,2023-05-13,201.0
18,2,10,6,Sunrisers Hyderabad,Chennai Super Kings,Jos Buttler,Jos Buttler,Trent Boult,0,1,81,3,0,Punjab Cricket Association Stadium,2023-04-08,201.0
18,2,11,1,Sunrisers Hyderabad,Chennai Super Kings,Faf du Plessis,Virat Kohli,Kuldeep Yadav,4,0,85,3,0,Punjab Cricket Association Stadium,2023-05-07,201.0
18,2,11,2,Sunrisers Hyderabad,Chennai Super Kings,Shubman Gill,Rohit Sharma,Jasprit Bumrah,0,0,85,4,1,Punjab Cricket Association Stadium,2023-05-05,201.0
18,2,11,3,Sunrisers Hyderabad,Chennai Super Kings,Shikhar Dhawan,KL Rahul,Mohammed Siraj,4,0,89,4,0,Punjab Cricket Association Stadium,2023-05-15,201.0
18,2,11,4,Sunrisers Hyderabad,Chennai Super Kings,Jos Buttler,KL Rahul,Shardul Thakur,1,0,90,4,0,Punjab Cricket Association Stadium,2023-05-26,201.0
18,2,11,5,Sunrisers Hyderabad,Chennai Super Kings,Shikhar Dhawan,Suryakumar Yadav,Shardul Thakur,1,0,91,4,0,Punjab Cricket Association Stadium,2023-05-01,201.0
18,2,11,6,Sunrisers Hyderabad,Chennai Super Kings,Jos Buttler,Rohit Sharma,Shardul Thakur,1,0,92,4,0,Punjab Cricket Association Stadium,2023-04-10,201.0
18,2,12,1,Sunrisers Hyderabad,Chennai Super Kings,Faf du Plessis,Hardik Pandya,Trent Boult,4,0,96,4,0,Punjab Cricket Association Stadium,2023-04-25,201.0
18,2,12,2,Sunrisers Hyderabad,Chennai Super Kings,Faf du Plessis,Jos Buttler,Arshdeep Singh,4,0,100,4,0,Punjab Cricket Association Stadium,2023-04-24,201.0
18,2,12,3,Sunrisers Hyderabad,Chennai Super Kings,Jos Buttler,Shikhar Dhawan,Arshdeep Singh,4,0,104,4,0,Punjab Cricket Association Stadium,2023-04-09,201.0
18,2,12,4,Sunrisers Hyderabad,Chennai Super Kings,Rishabh Pant,Virat Kohli,Pat Cummins,2,0,106,4,0,Punjab Cricket Association Stadium,2023-04-08,201.0
18,2,12,5,Sunrisers Hyderabad,Chennai Super Kings,Rohit Sharma,Suryakumar Yadav,Mohammed Shami,5,0,111,4,0,Punjab Cricket Association Stadium,2023-04-27,201.0
18,2,12,6,Sunrisers Hyderabad,Chennai Super Kings,Hardik Pandya,Suryakumar Yadav,Arshdeep Singh,1,0,112,4,0,Punjab Cricket Association Stadium,2023-05-27,201.0
18,2,13,1,Sunrisers Hyderabad,Chennai Super Kings,Shikhar Dhawan,Shubman Gill,Yuzvendra Chahal,0,0,112,4,0,Punjab Cricket Association Stadium,2023-05-23,201.0
18,2,13,2,Sunrisers Hyderabad,Chennai Super Kings,Devon Conway,Faf du Plessis,Kuldeep Yadav,2,2,116,4,0,Punjab Cricket Association Stadium,2023-05-27,201.0
18,2,13,3,Sunrisers Hyderabad,Chennai Super Kings,Virat Kohli,Suryakumar Yadav,Kuldeep Yadav,0,0,116,4,0,Punjab Cricket Association Stadium,2023-04-09,201.0
18,2,13,4,Sunrisers Hyderabad,Chennai Super Kings,Jos Buttler,KL Rahul,Arshdeep Singh,1,0,117,4,0,Punjab Cricket Association Stadium,2023-04-27,201.0
18,2,13,5,Sunrisers Hyderabad,Chennai Super Kings,Shubman Gill,Rishabh Pant,Jasprit Bumrah,1,0,118,4,0,Punjab Cricket Association Stadium,2023-04-03,201.0
18,2,13,6,Sunrisers Hyderabad,Chennai Super Kings,KL Rahul,Rishabh Pant,Ravindra Jadeja,1,1,120,4,0,Punjab Cricket Association Stadium,2023-05-14,201.0
18,2,14,1,Sunrisers Hyderabad,Chennai Super Kings,Shikhar Dhawan,Suryakumar Yadav,Mohammed Shami,0,0,120,4,0,Punjab Cricket Association Stadium,2023-04-09,201.0
18,2,14,2,Sunrisers Hyderabad,Chennai Super Kings,Ruturaj Gaikwad,Suryakumar Yadav,Pat Cummins,1,1,122,4,0,Punjab Cricket Association Stadium,2023-04-20,201.0
18,2,14,3,Sunrisers Hyderabad,Chennai Super Kings,Rohit Sharma,Hardik Pandya,Yuzvendra Chahal,1,0,123,4,0,Punjab Cricket Association Stadium,2023-05-09,201.0
18,2,14,4,Sunrisers Hyderabad,Chennai Super Kings,Rishabh Pant,Ruturaj Gaikwad,Rashid Khan,1,0,124,4,0,Punjab Cricket Association Stadium,2023-04-04,201.0
18,2,14,5,Sunrisers Hyderabad,Chennai Super Kings,Devon Conway,Faf du Plessis,Mohammed Shami,1,0,125,4,0,Punjab Cricket Association Stadium,2023-05-11,201.0
18,2,14,6,Sunrisers Hyderabad,Chennai Super Kings,Shubman Gill,Devon Conway,Jasprit Bumrah,2,2,129,4,0,Punjab Cricket Association Stadium,2023-05-13,201.0
18,2,15,1,Sunrisers Hyderabad,Chennai Super Kings,Rohit Sharma,Devon Conway,Ravindra Jadeja,1,0,130,4,0,Punjab Cricket Association Stadium,2023-05-05,201.0
18,2,15,2,Sunrisers Hyderabad,Chennai Super Kings,Jos Buttler,Faf du Plessis,Shardul Thakur,1,0,131,4,0,Punjab Cricket Association Stadium,2023-04-24,201.0
18,2,15,3,Sunrisers Hyderabad,Chennai Super Kings,Shikhar Dhawan,Hardik Pandya,Mohammed Siraj,1,0,132,4,0,Punjab Cricket Association Stadium,2023-04-01,201.0
18,2,15,4,Sunrisers Hyderabad,Chennai Super Kings,Virat Kohli,Ruturaj Gaikwad,Mohammed Shami,1,0,133,4,0,Punjab Cricket Association Stadium,2023-04-04,201.0
18,2,15,5,Sunrisers Hyderabad,Chennai Super Kings,Hardik Pandya,Hardik Pandya,Yuzvendra Chahal,1,0,134,4,0,Punjab Cricket Association Stadium,2023-05-19,201.0
18,2,15,6,Sunrisers Hyderabad,Chennai Super Kings,Hardik Pandya,Virat Kohli,Kuldeep Yadav,4,0,138,4,0,Punjab Cricket Association Stadium,2023-04-24,201.0
18,2,16,1,Sunrisers Hyderabad,Chennai Super Kings,Devon Conway,Shubman Gill,Yuzvendra Chahal,0,0,138,4,0,Punjab Cricket Association Stadium,2023-04-16,201.0
18,2,16,2,Sunrisers Hyderabad,Chennai Super Kings,Shikhar Dhawan,Jos Buttler,Trent Boult,0,0,138,4,0,Punjab Cricket Association Stadium,2023-05-13,201.0
18,2,16,3,Sunrisers Hyderabad,Chennai Super Kings,Faf du Plessis,Shikhar Dhawan,Jasprit Bumrah,3,0,141,4,0,Punjab Cricket Association Stadium,2023-04-15,201.0
18,2,16,4,Sunrisers Hyderabad,Chennai Super Kings,KL Rahul,Faf du Plessis,Ravindra Jadeja,0,0,141,4,0,Punjab Cricket Association Stadium,2023-04-21,201.0
18,2,16,5,Sunrisers Hyderabad,Chennai Super Kings,Shubman Gill,KL Rahul,Mohammed Shami,1,1,143,4,0,Punjab Cricket Association Stadium,2023-04-19,201.0
18,2,16,6,Sunrisers Hyderabad,Chennai Super Kings,Hardik Pandya,Faf du Plessis,Arshdeep Singh,2,0,145,4,0,Punjab Cricket Association Stadium,2023-04-09,201.0
18,2,17,1,Sunrisers Hyderabad,Chennai Super Kings,Rishabh Pant,Faf du Plessis,Yuzvendra Chahal,0,0,145,4,0,Punjab Cricket Association Stadium,2023-04-27,201.0
18,2,17,2,Sunrisers Hyderabad,Chennai Super Kings,Faf du Plessis,KL Rahul,Kagiso Rabada,0,0,145,4,0,Punjab Cricket Association Stadium,2023-05-12,201.0
18,2,17,3,Sunrisers Hyderabad,Chennai Super Kings,Virat Kohli,KL Rahul,Rashid Khan,5,0,150,4,0,Punjab Cricket Association Stadium,2023-05-05,201.0
18,2,17,4,Sunrisers Hyderabad,Chennai Super Kings,Virat Kohli,Ruturaj Gaikwad,Rashid Khan,2,0,152,4,0,Punjab Cricket Association Stadium,2023-05-16,201.0
18,2,17,5,Sunrisers Hyderabad,Chennai Super Kings,KL Rahul,Rishabh Pant,Jasprit Bumrah,0,0,152,4,0,Punjab Cricket Association Stadium,2023-05-14,201.0
18,2,17,6,Sunrisers Hyderabad,Chennai Super Kings,Ruturaj Gaikwad,Faf du Plessis,Kuldeep Yadav,0,0,152,4,0,Punjab Cricket Association Stadium,2023-04-21,201.0
18,2,18,1,Sunrisers Hyderabad,Chennai Super Kings,Faf du Plessis,Rishabh Pant,Trent Boult,1,0,153,4,0,Punjab Cricket Association Stadium,2023-05-17,201.0
18,2,18,2,Sunrisers Hyderabad,Chennai Super Kings,Devon Conway,Rohit Sharma,Mohammed Shami,2,2,157,4,0,Punjab Cricket Association Stadium,2023-05-06,201.0
18,2,18,3,Sunrisers Hyderabad,Chennai Super Kings,Shikhar Dhawan,Virat Kohli,Mohammed Shami,0,0,157,4,0,Punjab Cricket Association Stadium,2023-04-04,201.0
18,2,18,4,Sunrisers Hyderabad,Chennai Super Kings,Rishabh Pant,Rishabh Pant,Mohammed Siraj,5,0,162,4,0,Punjab Cricket Association Stadium,2023-05-13,201.0
18,2,18,5,Sunrisers Hyderabad,Chennai Super Kings,Shikhar Dhawan,KL Rahul,Rashid Khan,1,0,163,4,0,Punjab Cricket Association Stadium,2023-05-02,201.0
18,2,18,6,Sunrisers Hyderabad,Chennai Super Kings,Faf du Plessis,Shubman Gill,Ravindra Jadeja,0,0,163,4,0,Punjab Cricket Association Stadium,2023-04-07,201.0
18,2,19,1,Sunrisers Hyderabad,Chennai Super Kings,Shubman Gill,Shikhar Dhawan,Kuldeep Yadav,6,0,169,4,0,Punjab Cricket Association Stadium,2023-04-06,201.0
18,2,19,2,Sunrisers Hyderabad,Chennai Super Kings,Jos Buttler,Hardik Pandya,Shardul Thakur,2,0,171,4,0,Punjab Cricket Association Stadium,2023-04-11,201.0
18,2,19,3,Sunrisers Hyderabad,Chennai Super Kings,Shubman Gill,Ruturaj Gaikwad,Pat Cummins,0,0,171,5,1,Punjab Cricket Association Stadium,2023-04-20,201.0
18,2,19,4,Sunrisers Hyderabad,Chennai Super Kings,Faf du Plessis,Shikhar Dhawan,Rashid Khan,2,1,174,5,0,Punjab Cricket Association Stadium,2023-04-06,201.0
18,2,19,5,Sunrisers Hyderabad,Chennai Super Kings,Faf du Plessis,Jos Buttler,Jasprit Bumrah,0,1,175,6,1,Punjab Cricket Association Stadium,2023-05-24,201.0
18,2,19,6,Sunrisers Hyderabad,Chennai Super Kings,Faf du Plessis,Shubman Gill,Mohammed Shami,0,0,175,6,0,Punjab Cricket Association Stadium,2023-05-09,201.0
18,2,20,1,Sunrisers Hyderabad,Chennai Super Kings,Ruturaj Gaikwad,Rishabh Pant,Trent Boult,1,0,176,6,0,Punjab Cricket Association Stadium,2023-04-04,201.0
18,2,20,2,Sunrisers Hyderabad,Chennai Super Kings,Virat Kohli,Hardik Pandya,Mohammed Siraj,1,0,177,6,0,Punjab Cricket Association Stadium,2023-05-20,201.0
18,2,20,3,Sunrisers Hyderabad,Chennai Super Kings,Faf du Plessis,Ruturaj Gaikwad,Shardul Thakur,0,0,177,6,0,Punjab Cricket Association Stadium,2023-05-12,201.0
18,2,20,4,Sunrisers Hyderabad,Chennai Super Kings,Hardik Pandya,Ruturaj Gaikwad,Mohammed Siraj,2,0,179,6,0,Punjab Cricket Association Stadium,2023-04-02,201.0
18,2,20,5,Sunrisers Hyderabad,Chennai Super Kings,Hardik Pandya,Hardik Pandya,Shardul Thakur,4,0,183,6,0,Punjab Cricket Association Stadium,2023-05-21,201.0
18,2,20,6,Sunrisers Hyderabad,Chennai Super Kings,KL Rahul,Virat Kohli,Jasprit Bumrah,3,0,186,6,0,Punjab Cricket Association Stadium,2023-04-01,201.0
19,1,1,1,Mumbai Indians,Royal Challengers Bangalore,Shikhar Dhawan,Jos Buttler,Yuzvendra Chahal,4,0,4,0,0,Eden Gardens,2023-04-21,
19,1,1,2,Mumbai Indians,Royal Challengers Bangalore,Shikhar Dhawan,Rohit Sharma,Shardul Thakur,1,0,5,0,0,Eden Gardens,2023-05-18,
19,1,1,3,Mumbai Indians,Royal Challengers Bangalore,Virat Kohli,KL Rahul,Trent Boult,1,0,6,0,0,Eden Gardens,2023-04-11,
19,1,1,4,Mumbai Indians,Royal Challengers Bangalore,Devon Conway,Jos Buttler,Yuzvendra Chahal,1,0,7,0,0,Eden Gardens,2023-04-17,
19,1,1,5,Mumbai Indians,Royal Challengers Bangalore,Virat Kohli,Devon Conway,Kuldeep Yadav,0,0,7,0,0,Eden Gardens,2023-04-16,
19,1,1,6,Mumbai Indians,Royal Challengers Bangalore,Hardik Pandya,Faf du Plessis,Mohammed Siraj,0,0,7,0,0,Eden Gardens,2023-05-09,
19,1,2,1,Mumbai Indians,Royal Challengers Bangalore,Rohit Sharma,Devon Conway,Kuldeep Yadav,4,0,11,0,0,Eden Gardens,2023-04-19,
19,1,2,2,Mumbai Indians,Royal Challengers Bangalore,Suryakumar Yadav,Rohit Sharma,Kuldeep Yadav,0,0,11,0,0,Eden Gardens,2023-05-21,
19,1,2,3,Mumbai Indians,Royal Challengers Bangalore,Faf du Plessis,Suryakumar Yadav,Pat Cummins,0,0,11,0,0,Eden Gardens,2023-04-26,
19,1,2,4,Mumbai Indians,Royal Challengers Bangalore,Rohit Sharma,Hardik Pandya,Mohammed Siraj,0,0,11,0,0,Eden Gardens,2023-04-20,
19,1,2,5,Mumbai Indians,Royal Challengers Bangalore,Virat Kohli,Rishabh Pant,Kagiso Rabada,1,0,12,0,0,Eden Gardens,2023-04-18,
19,1,2,6,Mumbai Indians,Royal Challengers Bangalore,Faf du Plessis,Ruturaj Gaikwad,Arshdeep Singh,1,0,13,0,0,Eden Gardens,2023-05-09,
19,1,3,1,Mumbai Indians,Royal Challengers Bangalore,Shubman Gill,Devon Conway,Trent Boult,4,0,17,0,0,Eden Gardens,2023-05-24,
19,1,3,2,Mumbai Indians,Royal Challengers Bangalore,Hardik Pandya,Ruturaj Gaikwad,Trent Boult,1,0,18,0,0,Eden Gardens,2023-05-23,
19,1,3,3,Mumbai Indians,Royal Challengers Bangalore,Ruturaj Gaikwad,Suryakumar Yadav,Kuldeep Yadav,1,0,19,0,0,Eden Gardens,2023-04-06,
19,1,3,4,Mumbai Indians,Royal Challengers Bangalore,Virat Kohli,Jos Buttler,Kuldeep Yadav,4,0,23,0,0,Eden Gardens,2023-05-18,
19,1,3,5,Mumbai Indians,Royal Challengers Bangalore,Faf du Plessis,Rishabh Pant,Trent Boult,1,0,24,0,0,Eden Gardens,2023-04-02,
19,1,3,6,Mumbai Indians,Royal Challengers Bangalore,Rohit Sharma,Hardik Pandya,Yuzvendra Chahal,6,1,31,0,0,Eden Gardens,2023-04-15,
19,1,4,1,Mumbai Indians,Royal Challengers Bangalore,Faf du Plessis,Virat Kohli,Ravindra Jadeja,1,0,32,0,0,Eden Gardens,2023-04-15,
19,1,4,2,Mumbai Indians,Royal Challengers Bangalore,Jos Buttler,KL Rahul,Kagiso Rabada,1,0,33,0,0,Eden Gardens,2023-04-27,
19,1,4,3,Mumbai Indians,Royal Challengers Bangalore,Rishabh Pant,Devon Conway,Jasprit Bumrah,4,0,37,0,0,Eden Gardens,2023-04-27,
19,1,4,4,Mumbai Indians,Royal Challengers Bangalore,Jos Buttler,Faf du Plessis,Rashid Khan,0,1,38,0,0,Eden Gardens,2023-04-18,
19,1,4,5,Mumbai Indians,Royal Challengers Bangalore,Devon Conway,Rohit Sharma,Mohammed Siraj,1,0,39,0,0,Eden Gardens,2023-04-14,
19,1,4,6,Mumbai Indians,Royal Challengers Bangalore,Rohit Sharma,Ruturaj Gaikwad,Ravindra Jadeja,0,0,39,0,0,Eden Gardens,2023-05-12,
19,1,5,1,Mumbai Indians,Royal Challengers Bangalore,Hardik Pandya,Hardik Pandya,Shardul Thakur,0,0,39,0,0,Eden Gardens,2023-05-04,
19,1,5,2,Mumbai Indians,Royal Challengers Bangalore,Ruturaj Gaikwad,Devon Conway,Mohammed Siraj,0,0,39,0,0,Eden Gardens,2023-05-23,
19,1,5,3,Mumbai Indians,Royal Challengers Bangalore,Ruturaj Gaikwad,Shikhar Dhawan,Rashid Khan,1,1,41,0,0,Eden Gardens,2023-04-14,
19,1,5,4,Mumbai Indians,Royal Challengers Bangalore,Faf du Plessis,Faf du Plessis,Shardul Thakur,1,0,42,0,0,Eden Gardens,2023-04-24,
19,1,5,5,Mumbai Indians,Royal Challengers Bangalore,Devon Conway,Suryakumar Yadav,Yuzvendra Chahal,1,1,44,0,0,Eden Gardens,2023-05-12,
19,1,5,6,Mumbai Indians,Royal Challengers Bangalore,KL Rahul,Devon Conway,Rashid Khan,1,0,45,0,0,Eden Gardens,2023-04-04,
19,1,6,1,Mumbai Indians,Royal Challengers Bangalore,Devon Conway,Faf du Plessis,Kuldeep Yadav,4,0,49,0,0,Eden Gardens,2023-05-19,
19,1,6,2,Mumbai Indians,Royal Challengers Bangalore,Hardik Pandya,Rishabh Pant,Yuzvendra Chahal,4,1,54,0,0,Eden Gardens,2023-04-09,
19,1,6,3,Mumbai Indians,Royal Challengers Bangalore,Ruturaj Gaikwad,Rishabh Pant,Mohammed Shami,1,0,55,0,0,Eden Gardens,2023-04-03,
19,1,6,4,Mumbai Indians,Royal Challengers Bangalore,Ruturaj Gaikwad,Rishabh Pant,Rashid Khan,0,0,55,0,0,Eden Gardens,2023-04-27,
19,1,6,5,Mumbai Indians,Royal Challengers Bangalore,Rohit Sharma,Suryakumar Yadav,Arshdeep Singh,6,0,61,0,0,Eden Gardens,2023-05-03,
19,1,6,6,Mumbai Indians,Royal Challengers Bangalore,Shubman Gill,Jos Buttler,Rashid Khan,2,0,63,0,0,Eden Gardens,2023-04-25,
19,1,7,1,Mumbai Indians,Royal Challengers Bangalore,KL Rahul,Ruturaj Gaikwad,Trent Boult,1,0,64,0,0,Eden Gardens,2023-04-27,
19,1,7,2,Mumbai Indians,Royal Challengers Bangalore,Rishabh Pant,Ruturaj Gaikwad,Mohammed Siraj,0,0,64,1,1,Eden Gardens,2023-04-03,
19,1,7,3,Mumbai Indians,Royal Challengers Bangalore,Ruturaj Gaikwad,Ruturaj Gaikwad,Ravindra Jadeja,1,0,65,1,0,Eden Gardens,2023-04-26,
19,1,7,4,Mumbai Indians,Royal Challengers Bangalore,Ruturaj Gaikwad,Rohit Sharma,Mohammed Siraj,5,0,70,1,0,Eden Gardens,2023-04-24,
19,1,7,5,Mumbai Indians,Royal Challengers Bangalore,Shikhar Dhawan,KL Rahul,Arshdeep Singh,3,0,73,1,0,Eden Gardens,2023-05-05,
19,1,7,6,Mumbai Indians,Royal Challengers Bangalore,KL Rahul,Virat Kohli,Rashid Khan,1,0,74,1,0,Eden Gardens,2023-04-05,
19,1,8,1,Mumbai Indians,Royal Challengers Bangalore,Suryakumar Yadav,Rishabh Pant,Rashid Khan,2,0,76,1,0,Eden Gardens,2023-05-19,
19,1,8,2,Mumbai Indians,Royal Challengers Bangalore,Suryakumar Yadav,Hardik Pandya,Arshdeep Singh,1,0,77,1,0,Eden Gardens,2023-05-21,
19,1,8,3,Mumbai Indians,Royal Challengers Bangalore,Devon Conway,Ruturaj Gaikwad,Shardul Thakur,4,0,81,1,0,Eden Gardens,2023-04-21,
19,1,8,4,Mumbai Indians,Royal Challengers Bangalore,Hardik Pandya,Shubman Gill,Kuldeep Yadav,2,0,83,1,0,Eden Gardens,2023-05-06,
19,1,8,5,Mumbai Indians,Royal Challengers Bangalore,Faf du Plessis,Hardik Pandya,Rashid Khan,0,0,83,1,0,Eden Gardens,2023-05-09,
19,1,8,6,Mumbai Indians,Royal Challengers Bangalore,Hardik Pandya,Rishabh Pant,Kuldeep Yadav,1,1,85,1,0,Eden Gardens,2023-05-14,
19,1,9,1,Mumbai Indians,Royal Challengers Bangalore,Shubman Gill,Virat Kohli,Ravindra Jadeja,1,0,86,1,0,Eden Gardens,2023-05-02,
19,1,9,2,Mumbai Indians,Royal Challengers Bangalore,Jos Buttler,KL Rahul,Kuldeep Yadav,2,0,88,1,0,Eden Gardens,2023-05-21,
19,1,9,3,Mumbai Indians,Royal Challengers Bangalore,Virat Kohli,Suryakumar Yadav,Arshdeep Singh,1,0,89,1,0,Eden Gardens,2023-04-21,
19,1,9,4,Mumbai Indians,Royal Challengers Bangalore,Shubman Gill,Suryakumar Yadav,Shardul Thakur,0,0,89,1,0,Eden Gardens,2023-04-15,
19,1,9,5,Mumbai Indians,Royal Challengers Bangalore,Rishabh Pant,Faf du Plessis,Trent Boult,5,0,94,1,0,Eden Gardens,2023-04-22,
19,1,9,6,Mumbai Indians,Royal Challengers Bangalore,Shikhar Dhawan,Shikhar Dhawan,Ravindra Jadeja,2,0,96,1,0,Eden Gardens,2023-05-09,
19,1,10,1,Mumbai Indians,Royal Challengers Bangalore,Jos Buttler,Devon Conway,Yuzvendra Chahal,1,0,97,1,0,Eden Gardens,2023-05-07,
19,1,10,2,Mumbai Indians,Royal Challengers Bangalore,Suryakumar Yadav,Jos Buttler,Mohammed Shami,2,0,99,1,0,Eden Gardens,2023-05-07,
19,1,10,3,Mumbai Indians,Royal Challengers Bangalore,Shubman Gill,Devon Conway,Arshdeep Singh,4,0,103,1,0,Eden Gardens,2023-04-20,
19,1,10,4,Mumbai Indians,Royal Challengers Bangalore,Hardik Pandya,Rohit Sharma,Mohammed Siraj,1,0,104,1,0,Eden Gardens,2023-04-22,
19,1,10,5,Mumbai Indians,Royal Challengers Bangalore,Ruturaj Gaikwad,Shikhar Dhawan,Mohammed Siraj,6,0,110,1,0,Eden Gardens,2023-04-24,
19,1,10,6,Mumbai Indians,Royal Challengers Bangalore,Hardik Pandya,Virat Kohli,Arshdeep Singh,0,0,110,1,0,Eden Gardens,2023-05-19,
19,1,11,1,Mumbai Indians,Royal Challengers Bangalore,Shikhar Dhawan,Hardik Pandya,Trent Boult,1,0,111,1,0,Eden Gardens,2023-05-02,
19,1,11,2,Mumbai Indians,Royal Challengers Bangalore,Suryakumar Yadav,Devon Conway,Pat Cummins,0,1,112,2,1,Eden Gardens,2023-05-01,
19,1,11,3,Mumbai Indians,Royal Challengers Bangalore,Suryakumar Yadav,Devon Conway,Shardul Thakur,1,0,113,2,0,Eden Gardens,2023-05-12,
19,1,11,4,Mumbai Indians,Royal Challengers Bangalore,Rishabh Pant,Rohit Sharma,Mohammed Siraj,1,0,114,2,0,Eden Gardens,2023-05-03,
19,1,11,5,Mumbai Indians,Royal Challengers Bangalore,Shikhar Dhawan,KL Rahul,Kuldeep Yadav,4,0,118,2,0,Eden Gardens,2023-05-06,
19,1,11,6,Mumbai Indians,Royal Challengers Bangalore,Ruturaj Gaikwad,Shubman Gill,Arshdeep Singh,0,2,120,3,1,Eden Gardens,2023-05-22,
19,1,12,1,Mumbai Indians,Royal Challengers Bangalore,KL Rahul,Hardik Pandya,Mohammed Siraj,1,0,121,3,0,Eden Gardens,2023-04-14,
19,1,12,2,Mumbai Indians,Royal Challengers Bangalore,Ruturaj Gaikwad,Suryakumar Yadav,Kuldeep Yadav,1,0,122,3,0,Eden Gardens,2023-04-25,
19,1,12,3,Mumbai Indians,Royal Challengers Bangalore,Suryakumar Yadav,Shikhar Dhawan,Arshdeep Singh,0,2,124,3,0,Eden Gardens,2023-05-12,
19,1,12,4,Mumbai Indians,Royal Challengers Bangalore,Shubman Gill,Virat Kohli,Yuzvendra Chahal,0,0,124,4,1,Eden Gardens,2023-04-05,
19,1,12,5,Mumbai Indians,Royal Challengers Bangalore,KL Rahul,Rishabh Pant,Yuzvendra Chahal,1,0,125,4,0,Eden Gardens,2023-04-21,
19,1,12,6,Mumbai Indians,Royal Challengers Bangalore,Faf du Plessis,Faf du Plessis,Rashid Khan,4,0,129,4,0,Eden Gardens,2023-04-12,
19,1,13,1,Mumbai Indians,Royal Challengers Bangalore,Rishabh Pant,Suryakumar Yadav,Rashid Khan,1,0,130,4,0,Eden Gardens,2023-04-22,
19,1,13,2,Mumbai Indians,Royal Challengers Bangalore,KL Rahul,Virat Kohli,Rashid Khan,1,0,131,4,0,Eden Gardens,2023-05-08,
19,1,13,3,Mumbai Indians,Royal Challengers Bangalore,Rohit Sharma,Rishabh Pant,Jasprit Bumrah,4,0,135,4,0,Eden Gardens,2023-04-26,
19,1,13,4,Mumbai Indians,Royal Challengers Bangalore,Jos Buttler,Rishabh Pant,Kagiso Rabada,4,0,139,4,0,Eden Gardens,2023-05-12,
19,1,13,5,Mumbai Indians,Royal Challengers Bangalore,Suryakumar Yadav,Suryakumar Yadav,Shardul Thakur,1,0,140,4,0,Eden Gardens,2023-04-19,
19,1,13,6,Mumbai Indians,Royal Challengers Bangalore,KL Rahul,KL Rahul,Pat Cummins,4,0,144,4,0,Eden Gardens,2023-05-16,
19,1,14,1,Mumbai Indians,Royal Challengers Bangalore,Devon Conway,Virat Kohli,Shardul Thakur,1,0,145,4,0,Eden Gardens,2023-05-15,
